qi1vsqi2	qi1	qi2	Problem	pairAlgs	AlgA	AlgB	resQI1	resQI2	Agree
IGDvsPFS	IGD	PFS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
IGDvsC	IGD	C	TP2_3	PAES_SMPSO	PAES	SMPSO	B	ND	FALSE
EPvsGD	EP	GD	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsGS	EP	GS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsED	EP	ED	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsPFS	EP	PFS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsC	EP	C	TP2_3	PAES_SMPSO	PAES	SMPSO	B	ND	FALSE
GDvsGS	GD	GS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GDvsED	GD	ED	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GDvsPFS	GD	PFS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GDvsC	GD	C	TP2_3	PAES_SMPSO	PAES	SMPSO	B	ND	FALSE
GSvsED	GS	ED	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GSvsPFS	GS	PFS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
GSvsC	GS	C	TP2_3	PAES_SMPSO	PAES	SMPSO	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EDvsC	ED	C	TP2_3	PAES_SMPSO	PAES	SMPSO	B	ND	FALSE
PFSvsC	PFS	C	TP2_3	PAES_SMPSO	PAES	SMPSO	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsEP	HV	EP	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsGD	HV	GD	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsGS	HV	GS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsED	HV	ED	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsPFS	HV	PFS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
HVvsC	HV	C	TP2_3	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
IGDvsEP	IGD	EP	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsED	IGD	ED	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
IGDvsC	IGD	C	TP2_3	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
EPvsGD	EP	GD	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsGS	EP	GS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsED	EP	ED	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EPvsC	EP	C	TP2_3	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
GDvsGS	GD	GS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GDvsED	GD	ED	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GDvsPFS	GD	PFS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GDvsC	GD	C	TP2_3	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
GSvsED	GS	ED	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GSvsPFS	GS	PFS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
GSvsC	GS	C	TP2_3	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	PAES_SPEA2	PAES	SPEA2	B	B	TRUE
EDvsC	ED	C	TP2_3	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
PFSvsC	PFS	C	TP2_3	PAES_SPEA2	PAES	SPEA2	B	ND	FALSE
HVvsIGD	HV	IGD	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	ND	B	FALSE
HVvsEP	HV	EP	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	ND	B	FALSE
HVvsGD	HV	GD	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	ND	B	FALSE
HVvsGS	HV	GS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	ND	A	FALSE
HVvsED	HV	ED	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	ND	B	FALSE
HVvsPFS	HV	PFS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	ND	A	FALSE
HVvsC	HV	C	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	ND	ND	TRUE
IGDvsEP	IGD	EP	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
IGDvsED	IGD	ED	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
IGDvsPFS	IGD	PFS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
IGDvsC	IGD	C	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
EPvsGD	EP	GD	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
EPvsGS	EP	GS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
EPvsED	EP	ED	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
EPvsPFS	EP	PFS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
EPvsC	EP	C	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
GDvsGS	GD	GS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
GDvsED	GD	ED	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	B	TRUE
GDvsPFS	GD	PFS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
GDvsC	GD	C	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
GSvsED	GS	ED	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	A	B	FALSE
GSvsPFS	GS	PFS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	A	A	TRUE
GSvsC	GS	C	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
EDvsPFS	ED	PFS	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	A	FALSE
EDvsC	ED	C	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	B	ND	FALSE
PFSvsC	PFS	C	TP2_3	SMPSO_SPEA2	SMPSO	SPEA2	A	ND	FALSE
HVvsIGD	HV	IGD	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	A	TRUE
HVvsEP	HV	EP	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	A	TRUE
HVvsGD	HV	GD	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	B	FALSE
HVvsGS	HV	GS	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	A	TRUE
HVvsED	HV	ED	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
HVvsPFS	HV	PFS	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
HVvsC	HV	C	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
IGDvsEP	IGD	EP	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	A	TRUE
IGDvsGD	IGD	GD	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	B	FALSE
IGDvsGS	IGD	GS	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	A	TRUE
IGDvsED	IGD	ED	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
IGDvsPFS	IGD	PFS	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
IGDvsC	IGD	C	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
EPvsGD	EP	GD	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	B	FALSE
EPvsGS	EP	GS	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	A	TRUE
EPvsED	EP	ED	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
EPvsPFS	EP	PFS	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
EPvsC	EP	C	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
GDvsGS	GD	GS	RM	MOCELL_NSGAII	MOCELL	NSGAII	B	A	FALSE
GDvsED	GD	ED	RM	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
GDvsPFS	GD	PFS	RM	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
GDvsC	GD	C	RM	MOCELL_NSGAII	MOCELL	NSGAII	B	ND	FALSE
GSvsED	GS	ED	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
GSvsPFS	GS	PFS	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
GSvsC	GS	C	RM	MOCELL_NSGAII	MOCELL	NSGAII	A	ND	FALSE
EDvsPFS	ED	PFS	RM	MOCELL_NSGAII	MOCELL	NSGAII	ND	ND	TRUE
EDvsC	ED	C	RM	MOCELL_NSGAII	MOCELL	NSGAII	ND	ND	TRUE
PFSvsC	PFS	C	RM	MOCELL_NSGAII	MOCELL	NSGAII	ND	ND	TRUE
HVvsIGD	HV	IGD	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsEP	HV	EP	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsGD	HV	GD	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsGS	HV	GS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsED	HV	ED	RM	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
HVvsPFS	HV	PFS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsC	HV	C	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsEP	IGD	EP	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsGD	IGD	GD	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsGS	IGD	GS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsED	IGD	ED	RM	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
IGDvsPFS	IGD	PFS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
IGDvsC	IGD	C	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EPvsGD	EP	GD	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EPvsGS	EP	GS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EPvsED	EP	ED	RM	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
EPvsPFS	EP	PFS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EPvsC	EP	C	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
GDvsGS	GD	GS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
GDvsED	GD	ED	RM	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
GDvsPFS	GD	PFS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
GDvsC	GD	C	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
GSvsED	GS	ED	RM	MOCELL_PAES	MOCELL	PAES	A	ND	FALSE
GSvsPFS	GS	PFS	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
GSvsC	GS	C	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
EDvsPFS	ED	PFS	RM	MOCELL_PAES	MOCELL	PAES	ND	A	FALSE
EDvsC	ED	C	RM	MOCELL_PAES	MOCELL	PAES	ND	A	FALSE
PFSvsC	PFS	C	RM	MOCELL_PAES	MOCELL	PAES	A	A	TRUE
HVvsIGD	HV	IGD	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
HVvsEP	HV	EP	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
HVvsGD	HV	GD	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
HVvsGS	HV	GS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
HVvsED	HV	ED	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
HVvsPFS	HV	PFS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
HVvsC	HV	C	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
IGDvsEP	IGD	EP	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
IGDvsGD	IGD	GD	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
IGDvsED	IGD	ED	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
IGDvsPFS	IGD	PFS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
IGDvsC	IGD	C	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
EPvsGD	EP	GD	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
EPvsGS	EP	GS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
EPvsED	EP	ED	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
EPvsPFS	EP	PFS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
EPvsC	EP	C	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
GDvsGS	GD	GS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
GDvsED	GD	ED	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
GDvsPFS	GD	PFS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
GDvsC	GD	C	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
GSvsED	GS	ED	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
GSvsPFS	GS	PFS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
GSvsC	GS	C	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
EDvsPFS	ED	PFS	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
EDvsC	ED	C	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
PFSvsC	PFS	C	RM	MOCELL_SMPSO	MOCELL	SMPSO	A	A	TRUE
HVvsIGD	HV	IGD	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsEP	HV	EP	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsGD	HV	GD	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsGS	HV	GS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
HVvsED	HV	ED	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
HVvsPFS	HV	PFS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
HVvsC	HV	C	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsEP	IGD	EP	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
IGDvsED	IGD	ED	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
IGDvsPFS	IGD	PFS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
IGDvsC	IGD	C	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsGD	EP	GD	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsGS	EP	GS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EPvsED	EP	ED	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
EPvsPFS	EP	PFS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
EPvsC	EP	C	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsGS	GD	GS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GDvsED	GD	ED	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
GDvsPFS	GD	PFS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
GDvsC	GD	C	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
GSvsED	GS	ED	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
GSvsPFS	GS	PFS	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	ND	FALSE
GSvsC	GS	C	RM	MOCELL_SPEA2	MOCELL	SPEA2	B	B	TRUE
EDvsPFS	ED	PFS	RM	MOCELL_SPEA2	MOCELL	SPEA2	ND	ND	TRUE
EDvsC	ED	C	RM	MOCELL_SPEA2	MOCELL	SPEA2	ND	B	FALSE
PFSvsC	PFS	C	RM	MOCELL_SPEA2	MOCELL	SPEA2	ND	B	FALSE
HVvsIGD	HV	IGD	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsEP	HV	EP	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsGD	HV	GD	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsGS	HV	GS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsED	HV	ED	RM	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
HVvsPFS	HV	PFS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsC	HV	C	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsEP	IGD	EP	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsGD	IGD	GD	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsGS	IGD	GS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsED	IGD	ED	RM	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
IGDvsPFS	IGD	PFS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
IGDvsC	IGD	C	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsGD	EP	GD	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsGS	EP	GS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsED	EP	ED	RM	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
EPvsPFS	EP	PFS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EPvsC	EP	C	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GDvsGS	GD	GS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GDvsED	GD	ED	RM	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
GDvsPFS	GD	PFS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GDvsC	GD	C	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GSvsED	GS	ED	RM	NSGAII_PAES	NSGAII	PAES	A	ND	FALSE
GSvsPFS	GS	PFS	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
GSvsC	GS	C	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
EDvsPFS	ED	PFS	RM	NSGAII_PAES	NSGAII	PAES	ND	A	FALSE
EDvsC	ED	C	RM	NSGAII_PAES	NSGAII	PAES	ND	A	FALSE
PFSvsC	PFS	C	RM	NSGAII_PAES	NSGAII	PAES	A	A	TRUE
HVvsIGD	HV	IGD	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsEP	HV	EP	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsGD	HV	GD	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsGS	HV	GS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsED	HV	ED	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsPFS	HV	PFS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsC	HV	C	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsEP	IGD	EP	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsGD	IGD	GD	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsED	IGD	ED	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsPFS	IGD	PFS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
IGDvsC	IGD	C	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsGD	EP	GD	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsGS	EP	GS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsED	EP	ED	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsPFS	EP	PFS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EPvsC	EP	C	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GDvsGS	GD	GS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GDvsED	GD	ED	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GDvsPFS	GD	PFS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GDvsC	GD	C	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GSvsED	GS	ED	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GSvsPFS	GS	PFS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
GSvsC	GS	C	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EDvsPFS	ED	PFS	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
EDvsC	ED	C	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
PFSvsC	PFS	C	RM	NSGAII_SMPSO	NSGAII	SMPSO	A	A	TRUE
HVvsIGD	HV	IGD	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
HVvsEP	HV	EP	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
HVvsGD	HV	GD	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
HVvsGS	HV	GS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
HVvsED	HV	ED	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
HVvsPFS	HV	PFS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
HVvsC	HV	C	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
IGDvsEP	IGD	EP	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
IGDvsGD	IGD	GD	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
IGDvsGS	IGD	GS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
IGDvsED	IGD	ED	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
IGDvsPFS	IGD	PFS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
IGDvsC	IGD	C	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EPvsGD	EP	GD	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EPvsGS	EP	GS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EPvsED	EP	ED	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
EPvsPFS	EP	PFS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
EPvsC	EP	C	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
GDvsGS	GD	GS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
GDvsED	GD	ED	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
GDvsPFS	GD	PFS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
GDvsC	GD	C	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
GSvsED	GS	ED	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
GSvsPFS	GS	PFS	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	ND	FALSE
GSvsC	GS	C	RM	NSGAII_SPEA2	NSGAII	SPEA2	B	B	TRUE
EDvsPFS	ED	PFS	RM	NSGAII_SPEA2	NSGAII	SPEA2	ND	ND	TRUE
EDvsC	ED	C	RM	NSGAII_SPEA2	NSGAII	SPEA2	ND	B	FALSE
PFSvsC	PFS	C	RM	NSGAII_SPEA2	NSGAII	SPEA2	ND	B	FALSE
HVvsIGD	HV	IGD	RM	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
HVvsEP	HV	EP	RM	PAES_SMPSO	PAES	SMPSO	A	B	FALSE
HVvsGD	HV	GD	RM	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
HVvsGS	HV	GS	RM	PAES_SMPSO	PAES	SMPSO	A	B	FALSE
HVvsED	HV	ED	RM	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
HVvsPFS	HV	PFS	RM	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
HVvsC	HV	C	RM	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
IGDvsEP	IGD	EP	RM	PAES_SMPSO	PAES	SMPSO	A	B	FALSE
IGDvsGD	IGD	GD	RM	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
IGDvsGS	IGD	GS	RM	PAES_SMPSO	PAES	SMPSO	A	B	FALSE
IGDvsED	IGD	ED	RM	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
IGDvsPFS	IGD	PFS	RM	PAES_SMPSO	PAES	SMPSO	A	ND	FALSE
IGDvsC	IGD	C	RM	PAES_SMPSO	PAES	SMPSO	A	A	TRUE
EPvsGD	EP	GD	RM	PAES_SMPSO	PAES	SMPSO	B	A	FALSE
EPvsGS	EP	GS	RM	PAES_SMPSO	PAES	SMPSO	B	B	TRUE
EPvsED	EP	ED	RM	PAES_SMPSO	PAES	SMPSO	B	A	FALSE
